Tweet,Hate_Speech,tokenized_text
isis mengklaim kejadian markas komando brigade mobil gerakan pintarnya bawahan aman kejadian markas komando bom susilo bambang yudhoyono kaitannya,0,"['isis', 'mengklaim', 'kejadian', 'markas', 'komando', 'brigade', 'mobil', 'gerakan', 'pintarnya', 'bawahan', 'aman', 'kejadian', 'markas', 'komando', 'bom', 'susilo', 'bambang', 'yudhoyono', 'kaitannya']"
ngentot,0,['ngentot']
kelompok tani binaan kelompok tani pemanfaat fasilitas sub kontrak kawasan berikat bea cukai fasilitas presentasikan presiden ri joko widodo selasa 27 3 welly,0,"['kelompok', 'tani', 'binaan', 'kelompok', 'tani', 'pemanfaat', 'fasilitas', 'sub', 'kontrak', 'kawasan', 'berikat', 'bea', 'cukai', 'fasilitas', 'presentasikan', 'presiden', 'ri', 'joko', 'widodo', 'selasa', 'welly']"
salah propaganda kaum komunis gaya jokowi gerombolan lengserkan jokowi,1,"['salah', 'propaganda', 'kaum', 'komunis', 'gaya', 'jokowi', 'gerombolan', 'lengserkan', 'jokowi']"
kayak layak tangkap,1,"['kayak', 'layak', 'tangkap']"
bolot ya,0,"['bolot', 'ya']"
mas gitutu orang dongok mengomongkan finansial tandang markas ribut mencari stadion kosong stadion lo memahami persija,1,"['mas', 'gitutu', 'orang', 'dongok', 'mengomongkan', 'finansial', 'tandang', 'markas', 'ribut', 'mencari', 'stadion', 'kosong', 'stadion', 'lo', 'memahami', 'persija']"
digusur medan estate coblos kotak kosong pilihan kepala daerah deliserdang,0,"['digusur', 'medan', 'estate', 'coblos', 'kotak', 'kosong', 'pilihan', 'kepala', 'daerah', 'deliserdang']"
hijrah hijrahnya arah parah sarananya duit akhlak mabuk penikmat selangkangan pecun dasarnya isi otak sempak susah ubah,1,"['hijrah', 'hijrahnya', 'arah', 'parah', 'sarananya', 'duit', 'akhlak', 'mabuk', 'penikmat', 'selangkangan', 'pecun', 'dasarnya', 'isi', 'otak', 'sempak', 'susah', 'ubah']"
astagfirullah azim pembodohan menonton tau persen edukasi film film 2019 ganti presiden,1,"['astagfirullah', 'azim', 'pembodohan', 'menonton', 'tau', 'persen', 'edukasi', 'film', 'film', 'ganti', 'presiden']"
lihat kemarin cerita nya berderet hater goblok uniform resource locator,1,"['lihat', 'kemarin', 'cerita', 'nya', 'berderet', 'hater', 'goblok', 'uniform', 'resource', 'locator']"
hepa uzza saudarinya hepa hebat khepat dewi tuhan perempuan mesopotamia hurrian north sumatera offshore orang ibrani yahudi kasih nama anaknya abdi,0,"['hepa', 'uzza', 'saudarinya', 'hepa', 'hebat', 'khepat', 'dewi', 'tuhan', 'perempuan', 'mesopotamia', 'hurrian', 'north', 'sumatera', 'offshore', 'orang', 'ibrani', 'yahudi', 'kasih', 'nama', 'anaknya', 'abdi']"
2019 ganti presiden amp 2019 jokowi kubu caci perkataan enak lontarkan goblok tolol dungu bego apalah ya iyalah budaya yakkkk,0,"['ganti', 'presiden', 'amp', 'jokowi', 'kubu', 'caci', 'perkataan', 'enak', 'lontarkan', 'goblok', 'tolol', 'dungu', 'bego', 'apalah', 'ya', 'iyalah', 'budaya', 'yakkkk']"
xl kunyuk as tai,1,"['xl', 'kunyuk', 'as', 'tai']"
bro wewenang dewan perwakilan rakyat bentuk panitia khusus apalah ambil action cocot twitter,1,"['bro', 'wewenang', 'dewan', 'perwakilan', 'rakyat', 'bentuk', 'panitia', 'khusus', 'apalah', 'ambil', 'action', 'cocot', 'twitter']"
orang salah menerima perkataan buruk orang,0,"['orang', 'salah', 'menerima', 'perkataan', 'buruk', 'orang']"
kaum sipit menguasai tambang indonesia tertawa dasar nasionalisme indonesia pemilihan dukung 2 periode hasilnya tambang indonesia dikuasai sipit,1,"['kaum', 'sipit', 'menguasai', 'tambang', 'indonesia', 'tertawa', 'dasar', 'nasionalisme', 'indonesia', 'pemilihan', 'dukung', 'periode', 'hasilnya', 'tambang', 'indonesia', 'dikuasai', 'sipit']"
ciganjur mesir tidur menghitung onta,0,"['ciganjur', 'mesir', 'tidur', 'menghitung', 'onta']"
anjing tertawa,0,"['anjing', 'tertawa']"
kelojotan pendukung anies sandi,1,"['kelojotan', 'pendukung', 'anies', 'sandi']"
ya terserah,0,"['ya', 'terserah']"
makna puasa presiden cc,0,"['makna', 'puasa', 'presiden', 'cc']"
seram banget setan,0,"['seram', 'banget', 'setan']"
mendampingi presiden joko widodo bertemu ulama wilayah jawa barat selasa kemarin presiden mengajak ulama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak jokowi cinta ulama jokowi ajak ulama sejukkan pemilihan kepala daerah,0,"['mendampingi', 'presiden', 'joko', 'widodo', 'bertemu', 'ulama', 'wilayah', 'jawa', 'barat', 'selasa', 'kemarin', 'presiden', 'mengajak', 'ulama', 'pemerintah', 'menyejukkan', 'suasana', 'menjelang', 'pilihan', 'kepala', 'daerah', 'serentak', 'jokowi', 'cinta', 'ulama', 'jokowi', 'ajak', 'ulama', 'sejukkan', 'pemilihan', 'kepala', 'daerah']"
mari awasi sekeliling menjelang 30 si aktivitas antek komunis laporkan ulama tentara nasional indonesia ganyang partai komunis indonesia,1,"['mari', 'awasi', 'sekeliling', 'menjelang', 'si', 'aktivitas', 'antek', 'komunis', 'laporkan', 'ulama', 'tentara', 'nasional', 'indonesia', 'ganyang', 'partai', 'komunis', 'indonesia']"
dana dialokasikan pilihan kepala daerah persiapan pemilihan presiden teman kubu juru bicara indonesia lawyers club demo,0,"['dana', 'dialokasikan', 'pilihan', 'kepala', 'daerah', 'persiapan', 'pemilihan', 'presiden', 'teman', 'kubu', 'juru', 'bicara', 'indonesia', 'lawyers', 'club', 'demo']"
program 18 melindungi sepenuhnya produk warisan budaya ekspresi budaya tradisional hak cipta seniman asyik menang asyik menang,0,"['program', 'melindungi', 'sepenuhnya', 'produk', 'warisan', 'budaya', 'ekspresi', 'budaya', 'tradisional', 'hak', 'cipta', 'seniman', 'asyik', 'menang', 'asyik', 'menang']"
berharap gubernur sutarmidji mengambil tindakan jaman cornelis dibantu rezim mempermudah cina masuk sektor pertambangan salah satunya ketapang,0,"['berharap', 'gubernur', 'sutarmidji', 'mengambil', 'tindakan', 'jaman', 'cornelis', 'dibantu', 'rezim', 'mempermudah', 'cina', 'masuk', 'sektor', 'pertambangan', 'salah', 'satunya', 'ketapang']"
jakarta banjir pemimpinnya akhlak penista agama hypertext transfer protocol over secure socket layer t co pnegdjmpch,1,"['jakarta', 'banjir', 'pemimpinnya', 'akhlak', 'penista', 'agama', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 'co', 'pnegdjmpch']"
menghormati kinerja pemerintah negara hancur bilang menghargai kinerja pemerintah bego dongok,1,"['menghormati', 'kinerja', 'pemerintah', 'negara', 'hancur', 'bilang', 'menghargai', 'kinerja', 'pemerintah', 'bego', 'dongok']"
james dean james franco heath ledger charlie hunnam franco yahudi,0,"['james', 'dean', 'james', 'franco', 'heath', 'ledger', 'charlie', 'hunnam', 'franco', 'yahudi']"
cinta buta cinta murni luhur buta cinta menguasai dirimu pertimbangan,0,"['cinta', 'buta', 'cinta', 'murni', 'luhur', 'buta', 'cinta', 'menguasai', 'dirimu', 'pertimbangan']"
turunkan jokowi myanmar rohingya,1,"['turunkan', 'jokowi', 'myanmar', 'rohingya']"
bencong teriak bencong,1,"['bencong', 'teriak', 'bencong']"
aki aki makan kue pancong gue laki laki eh bencong,0,"['aki', 'aki', 'makan', 'kue', 'pancong', 'gue', 'laki', 'laki', 'eh', 'bencong']"
4 partai pergi partai banteng nyungsep kunci ditangan rakyat menunggu sekolah menengah 2019 langsung lengserkan jokowi revolusi,1,"['partai', 'pergi', 'partai', 'banteng', 'nyungsep', 'kunci', 'ditangan', 'rakyat', 'menunggu', 'sekolah', 'menengah', 'langsung', 'lengserkan', 'jokowi', 'revolusi']"
barusan ulama sejawa barat dukung 2019,0,"['barusan', 'ulama', 'sejawa', 'barat', 'dukung']"
gue sedih lihat facebook membully ya iyalah ruf amin beliau sasaran kubu bertikai wajar ulama lurus teguh surat pemberitahuan tahunan,0,"['gue', 'sedih', 'lihat', 'facebook', 'membully', 'ya', 'iyalah', 'ruf', 'amin', 'beliau', 'sasaran', 'kubu', 'bertikai', 'wajar', 'ulama', 'lurus', 'teguh', 'surat', 'pemberitahuan', 'tahunan']"
tau tau ngechat gue sayang angin tsunami wkwk tau teman ta gue join rupiah juta fuck banget pas gue iseng on jandro deh e nge unfollow gue wkwk cacat banget,0,"['tau', 'tau', 'ngechat', 'gue', 'sayang', 'angin', 'tsunami', 'wkwk', 'tau', 'teman', 'ta', 'gue', 'join', 'rupiah', 'juta', 'fuck', 'banget', 'pas', 'gue', 'iseng', 'on', 'jandro', 'deh', 'nge', 'unfollow', 'gue', 'wkwk', 'cacat', 'banget']"
belajar memancing fishing rihlah arisan 2019 ganti presiden pondok lawu cisarua,1,"['belajar', 'memancing', 'fishing', 'rihlah', 'arisan', 'ganti', 'presiden', 'pondok', 'lawu', 'cisarua']"
membuang anak ayam jablay gue mei kembalikan 3 pulang,0,"['membuang', 'anak', 'ayam', 'jablay', 'gue', 'mei', 'kembalikan', 'pulang']"
tai bikin meme kayak tau exhausted kayak kecapaian iya gue rasakan kayak orang mati bego dipelihara sampah,1,"['tai', 'bikin', 'meme', 'kayak', 'tau', 'exhausted', 'kayak', 'kecapaian', 'iya', 'gue', 'rasakan', 'kayak', 'orang', 'mati', 'bego', 'dipelihara', 'sampah']"
berengsek nih orang tua tobat episode 31,1,"['berengsek', 'nih', 'orang', 'tua', 'tobat', 'episode']"
maaf orang udik,0,"['maaf', 'orang', 'udik']"
bangkai,0,['bangkai']
dilempar bom untung mati,0,"['dilempar', 'bom', 'untung', 'mati']"
langsung telan merek yahudi niatnya setia telan stop eh you are eat,0,"['langsung', 'telan', 'merek', 'yahudi', 'niatnya', 'setia', 'telan', 'stop', 'eh', 'you', 'are', 'eat']"
semiotika budaya populer kebudayaan barat estetika bahas era yunani romawi kuno ya allah pusing,0,"['semiotika', 'budaya', 'populer', 'kebudayaan', 'barat', 'estetika', 'bahas', 'era', 'yunani', 'romawi', 'kuno', 'ya', 'allah', 'pusing']"
memuji jokowi bu mega takut penjara,1,"['memuji', 'jokowi', 'bu', 'mega', 'takut', 'penjara']"
mengaku party berhenti cinta ku kepadamu bajingan,1,"['mengaku', 'party', 'berhenti', 'cinta', 'ku', 'kepadamu', 'bajingan']"
pembajak agama agama agama yahudi eksklusif konon dibajak bangsa kazhar betapa mudahnya membajak agama bersifat inklusif dimana berhak masuk agama,1,"['pembajak', 'agama', 'agama', 'agama', 'yahudi', 'eksklusif', 'konon', 'dibajak', 'bangsa', 'kazhar', 'betapa', 'mudahnya', 'membajak', 'agama', 'bersifat', 'inklusif', 'dimana', 'berhak', 'masuk', 'agama']"
when tumblr tiktok telegram are blokir by the government salah orangnya blokir aplikasinya menteri komunikasi informasi goblok when a zionis kills one palestinian dasar yahudi amp boikot israel beli produk kafir,1,"['when', 'tumblr', 'tiktok', 'telegram', 'are', 'blokir', 'by', 'the', 'government', 'salah', 'orangnya', 'blokir', 'aplikasinya', 'menteri', 'komunikasi', 'informasi', 'goblok', 'when', 'zionis', 'kills', 'one', 'palestinian', 'dasar', 'yahudi', 'amp', 'boikot', 'israel', 'beli', 'produk', 'kafir']"
ditanam binatang bangkai fitnah coba tanam,0,"['ditanam', 'binatang', 'bangkai', 'fitnah', 'coba', 'tanam']"
ya dalaman nya orang bejat susah bangkit,0,"['ya', 'dalaman', 'nya', 'orang', 'bejat', 'susah', 'bangkit']"
recommended along tengok cerita the danish girl pasal the first transgender in histori berjaya ubah perempuan profesional help kalong khunsa me tengoklah good film,0,"['recommended', 'along', 'tengok', 'cerita', 'the', 'danish', 'girl', 'pasal', 'the', 'first', 'transgender', 'in', 'histori', 'berjaya', 'ubah', 'perempuan', 'profesional', 'help', 'kalong', 'khunsa', 'me', 'tengoklah', 'good', 'film']"
fokus grup discussion kegiatan model integrasi ekonomi mendukung percepatan industrialisasi perikanan kabupaten nunukan kerja riset sumber daya manusia kelautan perikanan badan riset sumber daya manusia kelautan perikanan bermitra,0,"['fokus', 'grup', 'discussion', 'kegiatan', 'model', 'integrasi', 'ekonomi', 'mendukung', 'percepatan', 'industrialisasi', 'perikanan', 'kabupaten', 'nunukan', 'kerja', 'riset', 'sumber', 'daya', 'manusia', 'kelautan', 'perikanan', 'badan', 'riset', 'sumber', 'daya', 'manusia', 'kelautan', 'perikanan', 'bermitra']"
pengadilan agama taliwang eksekusi harta warisan bank bank negara indonesia,0,"['pengadilan', 'agama', 'taliwang', 'eksekusi', 'harta', 'warisan', 'bank', 'bank', 'negara', 'indonesia']"
kepala dadang sunendar beserta jajarannya beraudiensi kantor staf presiden membahas kongres bahasa indonesia xi kepala staf presiden moeldoko rabu 18 4 2018,0,"['kepala', 'dadang', 'sunendar', 'beserta', 'jajarannya', 'beraudiensi', 'kantor', 'staf', 'presiden', 'membahas', 'kongres', 'bahasa', 'indonesia', 'xi', 'kepala', 'staf', 'presiden', 'moeldoko', 'rabu']"
tren comeback budaya sepak bola,0,"['tren', 'comeback', 'budaya', 'sepak', 'bola']"
kabar undang undang md3,0,"['kabar', 'undang', 'undang', 'md']"
ganja narkoba kiri komunis,0,"['ganja', 'narkoba', 'kiri', 'komunis']"
mampus snail bee error,0,"['mampus', 'snail', 'bee', 'error']"
mukamu arahnya sesungguhnya orang orang yahudi nasrani al kitab taurat injil,0,"['mukamu', 'arahnya', 'sesungguhnya', 'orang', 'orang', 'yahudi', 'nasrani', 'al', 'kitab', 'taurat', 'injil']"
mencatat ketahui eksorsisme 1 hubungi ahlinya point panel point bicaralah pemimpin agama eksorsisme eksorsisme ehr124,0,"['mencatat', 'ketahui', 'eksorsisme', 'hubungi', 'ahlinya', 'point', 'panel', 'point', 'bicaralah', 'pemimpin', 'agama', 'eksorsisme', 'eksorsisme', 'ehr']"
syukur malaysia negara aman sambut raya orang main bom,0,"['syukur', 'malaysia', 'negara', 'aman', 'sambut', 'raya', 'orang', 'main', 'bom']"
napi ya napi beda ya tolol sok bela penista agama statusnya napi bong hehe,1,"['napi', 'ya', 'napi', 'beda', 'ya', 'tolol', 'sok', 'bela', 'penista', 'agama', 'statusnya', 'napi', 'bong', 'hehe']"
kepung istana mari lengserkan orang no 1 ina jokowi orang daftar calon pegawai negeri sipil enak daftar calon pegawai negeri sipil mudah dibuka,1,"['kepung', 'istana', 'mari', 'lengserkan', 'orang', 'no', 'ina', 'jokowi', 'orang', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'enak', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'mudah', 'dibuka']"
golkar partai koalisi hak ajukan calon wakil presiden jokowi,0,"['golkar', 'partai', 'koalisi', 'hak', 'ajukan', 'calon', 'wakil', 'presiden', 'jokowi']"
iko suai bana ardi aset aset ditangan asing wajib dinusantarakan islam dinusantarakan belajar islamnya patih gajah mada kali,0,"['iko', 'suai', 'bana', 'ardi', 'aset', 'aset', 'ditangan', 'asing', 'wajib', 'dinusantarakan', 'islam', 'dinusantarakan', 'belajar', 'islamnya', 'patih', 'gajah', 'mada', 'kali']"
tolong sok kecantikan memacari artis artis meletek jijik gue lihatnya,1,"['tolong', 'sok', 'kecantikan', 'memacari', 'artis', 'artis', 'meletek', 'jijik', 'gue', 'lihatnya']"
mencari monyet ya bang finding hyukjae,0,"['mencari', 'monyet', 'ya', 'bang', 'finding', 'hyukjae']"
kahwin pe biarlah landasan agama jadikan usia penghalang utama kahwin kawinkanlah tangguhkan kena bantu orang muda problem,0,"['kahwin', 'pe', 'biarlah', 'landasan', 'agama', 'jadikan', 'usia', 'penghalang', 'utama', 'kahwin', 'kawinkanlah', 'tangguhkan', 'kena', 'bantu', 'orang', 'muda', 'problem']"
susilo bambang yudhoyono pencitraan nih wkwk,1,"['susilo', 'bambang', 'yudhoyono', 'pencitraan', 'nih', 'wkwk']"
menyambung cina wkwk,0,"['menyambung', 'cina', 'wkwk']"
ditambah promosi nikah muda berkelit sok innocent deh diajarkan menikah ajaran diganti gerakan nikah muda hindari zina please deh,1,"['ditambah', 'promosi', 'nikah', 'muda', 'berkelit', 'sok', 'innocent', 'deh', 'diajarkan', 'menikah', 'ajaran', 'diganti', 'gerakan', 'nikah', 'muda', 'hindari', 'zina', 'please', 'deh']"
ujian semester analisa struktur teman teman berubah budek pura pura bolot,0,"['ujian', 'semester', 'analisa', 'struktur', 'teman', 'teman', 'berubah', 'budek', 'pura', 'pura', 'bolot']"
ganteng ganteng sarap,0,"['ganteng', 'ganteng', 'sarap']"
eh tai bangsat omongan kayak iwan bopeng potong leher tentara nasional indonesia bangsat iwan bopeng baiki tentara nasional indonesia tai,1,"['eh', 'tai', 'bangsat', 'omongan', 'kayak', 'iwan', 'bopeng', 'potong', 'leher', 'tentara', 'nasional', 'indonesia', 'bangsat', 'iwan', 'bopeng', 'baiki', 'tentara', 'nasional', 'indonesia', 'tai']"
mengajarkan sih garong kafir,1,"['mengajarkan', 'sih', 'garong', 'kafir']"
peluh keringat jatuh 3 jam ditemani suara mas cholil prima nada on pitch progres nada mulus permainan gitar cacat hehe istirahat rumah cholil,0,"['peluh', 'keringat', 'jatuh', 'jam', 'ditemani', 'suara', 'mas', 'cholil', 'prima', 'nada', 'on', 'pitch', 'progres', 'nada', 'mulus', 'permainan', 'gitar', 'cacat', 'hehe', 'istirahat', 'rumah', 'cholil']"
susilo bambang yudhoyono berani bil ibas terlibat korupsi silakan tembak mati kayak presiden filipina srh bunuh anaknya terlibat narkoba,1,"['susilo', 'bambang', 'yudhoyono', 'berani', 'bil', 'ibas', 'terlibat', 'korupsi', 'silakan', 'tembak', 'mati', 'kayak', 'presiden', 'filipina', 'srh', 'bunuh', 'anaknya', 'terlibat', 'narkoba']"
pemimpin indonesia harapkan ulama negarawan pemersatu bangsa how about indonesia leader now,0,"['pemimpin', 'indonesia', 'harapkan', 'ulama', 'negarawan', 'pemersatu', 'bangsa', 'how', 'about', 'indonesia', 'leader', 'now']"
awak dikhawatirkan pemerintah kena dipemeriksaan masuk tansi tantangannya haha,0,"['awak', 'dikhawatirkan', 'pemerintah', 'kena', 'dipemeriksaan', 'masuk', 'tansi', 'tantangannya', 'haha']"
menteri negeri namanya cahyo kumolo 900000 lengserkan jokowi sih menteri negeri bangsat deh,1,"['menteri', 'negeri', 'namanya', 'cahyo', 'kumolo', 'lengserkan', 'jokowi', 'sih', 'menteri', 'negeri', 'bangsat', 'deh']"
iya gubernur cari sensasi bikin cebong girang berbicara tai anjing nenek dibentak bentak,0,"['iya', 'gubernur', 'cari', 'sensasi', 'bikin', 'cebong', 'girang', 'berbicara', 'tai', 'anjing', 'nenek', 'dibentak', 'bentak']"
menelan dicerna perut lea menolak benda asing,0,"['menelan', 'dicerna', 'perut', 'lea', 'menolak', 'benda', 'asing']"
generasi muda kacrut organisasi masyarakat,1,"['generasi', 'muda', 'kacrut', 'organisasi', 'masyarakat']"
dipandang remeh isu lgbt hancur generasi lgbt diamalkan meluas sepatutnya penentang penyokong perkara melanggar fitrah manusia agama semoga allah lindungi malaysia lgbt,0,"['dipandang', 'remeh', 'isu', 'lgbt', 'hancur', 'generasi', 'lgbt', 'diamalkan', 'meluas', 'sepatutnya', 'penentang', 'penyokong', 'perkara', 'melanggar', 'fitrah', 'manusia', 'agama', 'semoga', 'allah', 'lindungi', 'malaysia', 'lgbt']"
kebebasan pendapat oke main sambar cuitan orang sampah ditahan sayang dosa lonceng sambar cuitan orang,0,"['kebebasan', 'pendapat', 'oke', 'main', 'sambar', 'cuitan', 'orang', 'sampah', 'ditahan', 'sayang', 'dosa', 'lonceng', 'sambar', 'cuitan', 'orang']"
kadang penasaran benak orang mencela presiden jokowi menikmati hasil kepemimpinan presiden ya jalan jalan jalan layang layang bandara bandara menikmati kartu pintar kartu sehat,0,"['kadang', 'penasaran', 'benak', 'orang', 'mencela', 'presiden', 'jokowi', 'menikmati', 'hasil', 'kepemimpinan', 'presiden', 'ya', 'jalan', 'jalan', 'jalan', 'layang', 'layang', 'bandara', 'bandara', 'menikmati', 'kartu', 'pintar', 'kartu', 'sehat']"
patroli nih otak nya geser tanggal muda gila gila,0,"['patroli', 'nih', 'otak', 'nya', 'geser', 'tanggal', 'muda', 'gila', 'gila']"
bangga jongos babu jilat memek busuk jablay alexis,1,"['bangga', 'jongos', 'babu', 'jilat', 'memek', 'busuk', 'jablay', 'alexis']"
mari rebut posisi pekerja lokal tenaga kerja asing cina terkendali mayday 2018 buruh 2018 2019 ganti presiden ganti presiden 2019,1,"['mari', 'rebut', 'posisi', 'pekerja', 'lokal', 'tenaga', 'kerja', 'asing', 'cina', 'terkendali', 'mayday', 'buruh', 'ganti', 'presiden', 'ganti', 'presiden']"
ilmu ilmu diiringi takut allah syaikh ibn atha ilah kitab al hikam ilmu milik allah pastinya manfaatnya belajarlah disiplin ilmu beradab insyaallah keberkatan,0,"['ilmu', 'ilmu', 'diiringi', 'takut', 'allah', 'syaikh', 'ibn', 'atha', 'ilah', 'kitab', 'al', 'hikam', 'ilmu', 'milik', 'allah', 'pastinya', 'manfaatnya', 'belajarlah', 'disiplin', 'ilmu', 'beradab', 'insyaallah', 'keberkatan']"
