,tweet,Hate_Speech,translated_tweet,tokenized_text
492,laredo texasborder patrol agents respond to 911 calls resulting in the rescue of six male illegal aliens on fou… ,0,Agen Patroli Perbatasan Laredo Texas menanggapi 911 panggilan mengakibatkan penyelamatan enam alien ilegal jantan Fou…,"['agen', 'patroli', 'perbatasan', 'laredo', 'texas', 'menanggapi', 'panggilan', 'mengakibatkan', 'penyelamatan', 'enam', 'alien', 'ilegal', 'jantan', 'fou']"
493,case is such a fucking dyke someone please get her off two,0,tanggul sialan tolong lepaskan,"['tanggul', 'sialan', 'tolong', 'lepaskan']"
494,busting bought me chocolates and this negro ate them where they do that at,1,penghancur membelikan cokelat orang negro memakannya melakukannya,"['penghancur', 'membelikan', 'cokelat', 'orang', 'negro', 'memakannya', 'melakukannya']"
495,ninja who hagbut seriously this guy is literally retarded not every likes to show off its m,1,ninja hagbut serius orang -benar terbelakang suka memamerkan m -nya,"['ninja', 'hagbut', 'serius', 'orang', 'benar', 'terbelakang', 'suka', 'memamerkan', 'nya']"
496,dear mongy stokecan ya stop fighting or whatever is it you doing outside the ground so my coach can leavescfc stokecity,0,Dear Mongy Stokecan ya berhenti berkelahi Anda lakukan tanah pelatih meninggalkan stokecity,"['dear', 'mongy', 'stokecan', 'ya', 'berhenti', 'berkelahi', 'anda', 'lakukan', 'tanah', 'pelatih', 'meninggalkan', 'stokecity']"
497,yep we got the place spic and span and i thought to myself well this will last until native ends and i was right,0,ya spic rentang berpikir bertahan penduduk asli,"['ya', 'spic', 'rentang', 'berpikir', 'bertahan', 'penduduk', 'asli']"
498,['amazing clean up call today with the dancersspic spoc and ready for a weekend of shows'],0,Amazing Clean Up Call Hari Dancersspic SPOC pekan pertunjukan,"['amazing', 'clean', 'up', 'call', 'hari', 'dancersspic', 'spoc', 'pekan', 'pertunjukan']"
499,['feminacy review check'],0,Pemeriksaan Ulasan Feminasi,"['pemeriksaan', 'ulasan', 'feminasi']"
500, camerroonians don't do celebritiessome people surely want to shout oh but they don't wanna look retarded,1,Camerroonians Dont Do Celebritiessome Petugas berteriak oh terbelakang,"['camerroonians', 'dont', 'do', 'celebritiessome', 'petugas', 'berteriak', 'oh', 'terbelakang']"
501,just fast forward this section unfunny twat,1,Cukup maju lucu twat,"['cukup', 'maju', 'lucu', 'twat']"
502,1 market is not a leftist she center right christian 2 how are you fee,0,1 Pasar kiri center right christian 2 Bagaimana Anda biaya,"['pasar', 'kiri', 'center', 'right', 'christian', 'bagaimana', 'anda', 'biaya']"
503,thanks for that win you fucking mongoloid learn to actually read and understand the rules you stupid fucking scumbag,1,Terima kasih kemenangannya Mongoloid Mongoloid Belajar Membaca Memahami aturan Anda buang bajingan bodoh,"['terima', 'kasih', 'kemenangannya', 'mongoloid', 'mongoloid', 'belajar', 'membaca', 'memahami', 'aturan', 'anda', 'buang', 'bajingan', 'bodoh']"
504,looking through the replies makes me realize how mentally retarded people arennthis all depends on the situation b ,1,Melihat balasan menyadari betapa orang -orang terbelakang mental Arenn tergantung situasi b,"['melihat', 'balasan', 'menyadari', 'betapa', 'orang', 'orang', 'terbelakang', 'mental', 'arenn', 'tergantung', 'situasi']"
505,he retarded,0,Dia terbelakang,"['dia', 'terbelakang']"
506,it over bud the dodgers are fucking retarded,1,over Bud the Dodgers -benar terbelakang,"['over', 'bud', 'the', 'dodgers', 'benar', 'terbelakang']"
507,to a lot of ya i may sound dumb retarded or whatever personally none of ya opinions have ever mattered i just do,0,Bagi Anda terdengar bodoh terbelakang pribadi pendapat Anda lakukan,"['bagi', 'anda', 'terdengar', 'bodoh', 'terbelakang', 'pribadi', 'pendapat', 'anda', 'lakukan']"
508,god you look like a faggot,1,Tuhan homo,"['tuhan', 'homo']"
509,political correctness is turning our country into a shithole it's a tool of far left extremists to divide and cont ,0,Kebenaran politik mengubah negara shithole alat ekstremis kiri membelah membagi,"['kebenaran', 'politik', 'mengubah', 'negara', 'shithole', 'alat', 'ekstremis', 'kiri', 'membelah', 'membagi']"
510,they literally can you mudslinging retard,1,Mereka -benar Anda retard,"['mereka', 'benar', 'anda', 'retard']"
511,that's true supports drivers licenses for illegal aliens the governor's ply,0,Itu mendukung lisensi pengemudi alien ilegal .,"['itu', 'mendukung', 'lisensi', 'pengemudi', 'alien', 'ilegal']"
512,they are not thankful that they can live in rope or up why demonstration for what go back to your country,1,Mereka bersyukur hidup tali demonstrasi negara Anda,"['mereka', 'bersyukur', 'hidup', 'tali', 'demonstrasi', 'negara', 'anda']"
513,with megyn on thiscares what lew says even a real raghead but ,0,Megyn Lew raghead asli,"['megyn', 'lew', 'raghead', 'asli']"
514,breaking news dyke drought increases rapidly as the day goes by because of this suspicious entity read more below,1,Breaking News Dyke Kekeringan meningkat cepat seiring berjalannya entitas mencurigakan membaca,"['breaking', 'news', 'dyke', 'kekeringan', 'meningkat', 'cepat', 'seiring', 'berjalannya', 'entitas', 'mencurigakan', 'membaca']"
515,  economic asylum isn a thing neither iscountry is a shithole asylum nnhow m ,1,Asylum Ekonomi negeri suaka nnhow m,"['asylum', 'ekonomi', 'negeri', 'suaka', 'nnhow']"
516,that awful i sorry that happened banter is the last refuge of the cunt,0,Saya menyesal buruk olok -olok perlindungan vagina,"['saya', 'menyesal', 'buruk', 'olok', 'olok', 'perlindungan', 'vagina']"
517,the only way that people can stop massacre shooting in the future is getting rid of trump and his retard cultfollo ,1,Satu -satunya orang menghentikan penembakan pembantaian menyingkirkan Trump Retard Cultfollo -nya,"['satu', 'satunya', 'orang', 'menghentikan', 'penembakan', 'pembantaian', 'menyingkirkan', 'trump', 'retard', 'cultfollo', 'nya']"
518,cheating twat just admitted he handled the ball to score typical needs cunts off luff,0,curang twat mengakui menangani bola mencetak gol -vagina kebutuhan khas luff,"['curang', 'twat', 'mengakui', 'menangani', 'bola', 'mencetak', 'gol', 'vagina', 'kebutuhan', 'khas', 'luff']"
519,finished makingamurderer 2 bobby dassey is guilty ken kratz is a cunt kathleen zellner is a legend idelores and allen avery,0,Makingamurderer 2 Bobby Dassey bersalah Ken Kratz cunt Kathleen Zellner Legenda Idelores Allen Avery,"['makingamurderer', 'bobby', 'dassey', 'bersalah', 'ken', 'kratz', 'cunt', 'kathleen', 'zellner', 'legenda', 'idelores', 'allen', 'avery']"
520,  plateado con azulnegro etc,0,Perak bluenegro dll,"['perak', 'bluenegro', 'dll']"
521,did this negro really call me a broke bitch be ism selling bundles from composing,0,Apakah negro -benar menyebut pelacur patah ism menjual bundel komposisi,"['apakah', 'negro', 'benar', 'menyebut', 'pelacur', 'patah', 'ism', 'menjual', 'bundel', 'komposisi']"
522,this guy wants to eat fat dicks go figure don't jump in my mentions cause your faggot ass is butt hurt we lost,1,Orang makan penis gemuk go figure melompat homo Anda pantat Anda terluka hilang,"['orang', 'makan', 'penis', 'gemuk', 'go', 'figure', 'melompat', 'homo', 'anda', 'pantat', 'anda', 'terluka', 'hilang']"
523,tora is exactly the kind of autistic retard who would make a thinly veiled brag tweet about how many hits his webs,0,Tora persis retard autis tweet membual terselubung hits web -nya,"['tora', 'persis', 'retard', 'autis', 'tweet', 'membual', 'terselubung', 'hits', 'web', 'nya']"
524,good morning everyone both my parents are retarded and my brother is a nigger,0,Selamat pagi orang orang tuaku terbelakang kakakku negro,"['selamat', 'pagi', 'orang', 'orang', 'tuaku', 'terbelakang', 'kakakku', 'negro']"
525,did the twat really say this sadly it almost sounds like it might believably be his words but sure,1,Apakah twat -benar sedihnya terdengar dipercaya,"['apakah', 'twat', 'benar', 'sedihnya', 'terdengar', 'dipercaya']"
526,he doesn't look to clever to be fair what a twat,0,Dia pintar adil twat,"['dia', 'pintar', 'adil', 'twat']"
527,have robots is a certified retard,1,memiliki robot retard bersertifikat,"['memiliki', 'robot', 'retard', 'bersertifikat']"
528,  the fact that this guys bio reads there are no shithole countries shows how small the ,1,Fakta bio orang membaca negara shithole betapa kecilnya,"['fakta', 'bio', 'orang', 'membaca', 'negara', 'shithole', 'betapa', 'kecilnya']"
529,look at all the feminacy i don't believe it with out listening to a single word your pathetic hope,1,Lihatlah feminasi percayai mendengarkan harapan menyedihkan Anda,"['lihatlah', 'feminasi', 'percayai', 'mendengarkan', 'harapan', 'menyedihkan', 'anda']"
530, rosie o'donnell ching chong ping pong wing wong it's cool i have chinese friends it's cool lt… ,1,Rosie ODonnell Ching Chong Ping Pong Wing Wong Itu keren teman Cina keren LT…,"['rosie', 'odonnell', 'ching', 'chong', 'ping', 'pong', 'wing', 'wong', 'itu', 'keren', 'teman', 'cina', 'keren', 'lt']"
531,a feminist just called me a fat twat,1,Seorang feminis memanggil twat gemuk,"['seorang', 'feminis', 'memanggil', 'twat', 'gemuk']"
532,you're one gay retard,1,Anda gay retard,"['anda', 'gay', 'retard']"
533,this is fake empowerment men are people too,0,Ini Pemberdayaan Palsu Pria manusia,"['ini', 'pemberdayaan', 'palsu', 'pria', 'manusia']"
534,my grandma did not teach her children spanish for the same reason most immigrants refuse to learnspeak english fe… ,0,Nenek mengajari anak -anaknya bahasa Spanyol alasan kebanyakan imigran menolak belajar berbicara bahasa Inggris ...,"['nenek', 'mengajari', 'anak', 'anaknya', 'bahasa', 'spanyol', 'alasan', 'kebanyakan', 'imigran', 'menolak', 'belajar', 'berbicara', 'bahasa', 'inggris']"
535,what's a money,0,Apa uangnya,"['apa', 'uangnya']"
536,best tweet of all time fuck all spic countries,1,Tweet terbaik bercinta negara spic,"['tweet', 'terbaik', 'bercinta', 'negara', 'spic']"
537,say tag the right venison spic,1,ucapkan tag spic daging rusa,"['ucapkan', 'tag', 'spic', 'daging', 'rusa']"
538,sam allardyce what a twat ,0,sam allardyce betapa twatnya,"['sam', 'allardyce', 'betapa', 'twatnya']"
539,canada is a country of old immigrants mixing with new immigrants and families from everywhere just try,1,Kanada negara imigran tua bercampur imigran keluarga -mana,"['kanada', 'negara', 'imigran', 'tua', 'bercampur', 'imigran', 'keluarga', 'mana']"
540,my car was starting and like the faggot i am i called my father to help luckily he knew exactly what was wrong u,0,Mobil homo memanggil ayah membantu untungnya persis salah,"['mobil', 'homo', 'memanggil', 'ayah', 'membantu', 'untungnya', 'persis', 'salah']"
541,['possibly this is wherefore i was called a spik todayurl'],0,Mungkin spik todayurl,"['mungkin', 'spik', 'todayurl']"
542,i listened to this shit as a lil spicsinging all the lyrics i didn know ,1,Saya mendengarkan omong kosong lirik,"['saya', 'mendengarkan', 'omong', 'kosong', 'lirik']"
543,['1 was ready to consent you but destine is barely a fucking cunt and he make it this way'],0,1 menyetujui Anda Destine vagina membuatnya,"['menyetujui', 'anda', 'destine', 'vagina', 'membuatnya']"
544,marko is a cuntnntell me something new ,1,Marko cuntnntell,"['marko', 'cuntnntell']"
545,i just wish i wasn't so retarded looking i probably wouldn't be here if i had friends in real life it would be a nice life,1,Saya berharap terbelakang teman kehidupan nyata kehidupan menyenangkan,"['saya', 'berharap', 'terbelakang', 'teman', 'kehidupan', 'nyata', 'kehidupan', 'menyenangkan']"
546,i like how you had to between my comment instead of just replying to it quit being a faggot and fucking reply next,1,Saya suka Anda komentar membalasnya berhenti homo balasan,"['saya', 'suka', 'anda', 'komentar', 'membalasnya', 'berhenti', 'homo', 'balasan']"
547,might just convinced mum to upgrade to non fucking finally cunt,0,meningkatkan non -fucking cunt,"['meningkatkan', 'non', 'fucking', 'cunt']"
548,what negro,1,negro,['negro']
549,bet the cunt was up all night banging away on his flute,1,Taruhan vagina bangun malam menggedor serulingnya,"['taruhan', 'vagina', 'bangun', 'malam', 'menggedor', 'serulingnya']"
550,cannot believe someone told me money john had died just seen him and his dog,0,percaya uang ditinggalkan John anjingnya,"['percaya', 'uang', 'ditinggalkan', 'john', 'anjingnya']"
551,went full retard never go full retard,0,Pergi retard penuh retard penuh,"['pergi', 'retard', 'penuh', 'retard', 'penuh']"
552,"[""ready to get your domicile looking spic ' nspan""]",0,Siap domisili Anda spic spic n span,"['siap', 'domisili', 'anda', 'spic', 'spic', 'span']"
553,if you were fleeing your shithole country because you were suffering from poverty hunger and poor health why woul ,0,Jika Anda melarikan negara shithole Anda Anda menderita kelaparan kemiskinan kesehatan buruk woul,"['jika', 'anda', 'melarikan', 'negara', 'shithole', 'anda', 'anda', 'menderita', 'kelaparan', 'kemiskinan', 'kesehatan', 'buruk', 'woul']"
554,gonna track this fucker down and defuse him don't want no sis members round me ends what a twat,1,melacak keparat meredakannya anggota sis sekitarku twat,"['melacak', 'keparat', 'meredakannya', 'anggota', 'sis', 'sekitarku', 'twat']"
555,['audio like lie hoe beg another man to smoke weed faggot ass medium frequency'],0,audio kebohongan memohon pria merokok gulma fagot ass frekuensi,"['audio', 'kebohongan', 'memohon', 'pria', 'merokok', 'gulma', 'fagot', 'ass', 'frekuensi']"
556,have robots has brought us to back to back world series he acted like an absolute retard tonight but we should fire him,0,memiliki robot membawa World Series bertindak retard absolut malam memecatnya,"['memiliki', 'robot', 'membawa', 'world', 'series', 'bertindak', 'retard', 'absolut', 'malam', 'memecatnya']"
557,have always thought the people who like me are either mentally retarded or just insane or haven't known me enough,1,orang -orang menyukai mental terbelakang gila mengenal,"['orang', 'orang', 'menyukai', 'mental', 'terbelakang', 'gila', 'mengenal']"
558,i give up for the past hour have been trying to take a decent picture but my eyes keep coming out retarded,0,Saya menyerah jam mencoba mengambil gambar layak mata terbelakang,"['saya', 'menyerah', 'jam', 'mencoba', 'mengambil', 'gambar', 'layak', 'mata', 'terbelakang']"
559,i love being a medical because i can call other pelicans spic,0,Saya suka medis menelepon pelikan,"['saya', 'suka', 'medis', 'menelepon', 'pelikan']"
560, and i thought who doesn't love diana rossnndresses up like a chinamannnwho doesn't like sweet and sour chicken,0,Dan pikir suka Diana Rossnndresses chinamannn suka ayam asam manis asam,"['dan', 'pikir', 'suka', 'diana', 'rossnndresses', 'chinamannn', 'suka', 'ayam', 'asam', 'manis', 'asam']"
561,every nigger is a star,0,Setiap negro bintang,"['setiap', 'negro', 'bintang']"
562,['he is a mass murderer who do not cross ended with a caravan did non come from area'],0,Dia pembunuh massal silang karavan daerah,"['dia', 'pembunuh', 'massal', 'silang', 'karavan', 'daerah']"
563,['we be all unity bottom truly say without being a cunt'],0,Kita kesatuan -benar vagina,"['kita', 'kesatuan', 'benar', 'vagina']"
564,mongol kid amp his camel both loving lifer,0,Kid Mongol amp unta lifer pengasih,"['kid', 'mongol', 'amp', 'unta', 'lifer', 'pengasih']"
565,ya no different than my cracker daddyncalled that cunt a pedophile nhe said you're over 18ndie slow ya fuckin toe rags,1,Ya berbeda cracker ayah pedofil bilang kau 18ndie lambat kau sialan kaki kobo,"['ya', 'berbeda', 'cracker', 'ayah', 'pedofil', 'bilang', 'kau', 'ndie', 'lambat', 'kau', 'sialan', 'kaki', 'kobo']"
