,tweet,Hate_Speech,translated_tweet
778,so this is what you want to talk about when 1500 immigrants children are missing and ka,0,Jadi Anda bicarakan 1500 anak -anak imigran hilang ka
779,border patrol agents discover nearly 200 illegal immigrants in remote arizona desert ,0,Agen patroli perbatasan menemukan 200 imigran ilegal gurun Arizona terpencil
780, eurafrica but its 100 white,1,Eurafrica 100 putihnya
781,yeah retard hah,1,ya retard hah
782,come close it you shameless twat,0,Datanglah tutupnya Anda malu twat
783,what a faggot,0,Betapa homo
784,i a proud member of retard gang,1,Saya anggota Retard Gang bangga
785,really no hate against jewish people but mexicans haitians etc from those shithole countriesand muslims is ,1,-benar kebencian orang Yahudi orang Meksiko Haiti dll negara -negara shithole Muslim
786,i stag when i was younger i used to be mad stupid my mental state was people die just keep your eyes open on i was retarded,0,Saya rusuh muda gila bodoh kondisi mental orang mati menjaga mata Anda terbuka terbelakang
787,not went full retard,0,retard penuh
788,and the point is you don know what words hurt people it can be,0,intinya Anda menyakiti orang
789, it reflects the behaviour of shithole countries look at that the man who disparaged others as shitholes in ,0,mencerminkan perilaku negara -negara shithole orang meremehkan orang shithole
790,was it a uni faggot,1,uni fagot
791,like they fucking retarded just like their leader,1,-benar terbelakang pemimpin
792,hello just beriberi say thing thong nipple sometimes,1,halo berterigeri thong puting kadang -kadang
793,  i just grateful that my country wasn full of savages and left it in a shithole ,1,Saya bersyukur negara penuh orang liar meninggalkannya shithole
794,twitter war i here to state facts u horrible cunt now u defend woman beaters if u want u don l,0,Twitter War I Here To State Facts U Horrible Cunt Sekarang Anda Membela Pemain Wanita Jika Anda Ingin Anda Don L
795,foto gaya ngewe negro homosexvidoes,1,foto gaya ngewe negro homosexvidoes
796,how fucking retarded do you have to be to think that it's of to flirt with guys who have girlfriends it doesn't mat,1,Betapa terbelakangnya Anda berpikir menggoda pria memiliki pacar tikar
797,i haven't got a chinaman's chance,0,Saya kesempatan Chinaman
798,me is a faggot everyone else get out of my face,0,homo orang wajah
799,who serving today then faggot fandom,1,melayani fandom fagot
800, hey spic kinkdom is bigger get facts before sending ur little puppets to talk smacknnur server is ,1,hey spic kingdom dapatkan fakta mengirim boneka Anda berbicara memukul server Anda
801,one blood is a negro spiritual,0,Satu Darah Spiritual Negro
802,i've never agreed with anything more than when donald trump called african countries shithole,0,Saya setuju Donald Trump menyebut negara -negara Afrika shithole
803,intellectual terrorist,0,teroris intelektual
804,avid laid the most unnatural looking cunt in the world,0,Avid meletakkan vagina alami dunia
805,['ohio no the mongoloid brigade have come out to troll epic'],0,Ohio no the mongoloid Brigade troll epik
806,we should close the borders until the wall is built they never assimilate amp bring disease that's been eradicated,0,Kita menutup perbatasan dinding dibangun mengasimilasi amp membawa penyakit diberantas
807,parts nonmember nigger,1,negro anggota
808,"[""i think ism break but ism non did rather not be a footling snatch get along to consider of it it ' d passion to talk peradventure get som""]",0,Saya pikir ISM Break ISM Non Do suka snatch berjalan -jalan mempertimbangkannya hasrat berbicara peradventure som
809,her dyke sister is getting dragged in tar comments as she should be,1,Kakaknya tanggul terseret komentar tar mestinya
810,if you are making jokes about the scenes in leister right now you're a cunt,0,Jika Anda lelucon adegan Leicester Anda vagina
811,we,0,Kami
812, australia is full of european post war refugees by this logic and perhaps yours they should all… ,1,Australia penuh pengungsi pasca perang Eropa logika milik Anda ...
813,y'all see that new papa johns commercial they trona make you forgot about the founder saying nigger,1,Kalian iklan Papa Johns trona lupa pendiri negro
814,good newsbutlook deeper at the trend and the prognosis remains critical poaching falls by a quarter in s… ,0,Berita -baik tren prognosis perburuan kritis turun seperempat S ...
815,always the nights you stopped drinking so you feel fine in the morning are the ones that cunt ya,1,Selalu malam Anda berhenti minum Anda -baik pagi orang -orang cunt ya
816,i call this thing thong gay shit artwork china,0,Saya menyebut Thong Gay Shit Artwork China
817,just say faggot then,1,Katakan homo
818,i don generally use the terabit using your words if,1,Saya terabit -kata Anda
819,was you one who wanted money mel morris to sell up suppose he the main man,1,Apakah Anda orang uang Mel Morris menjual seandainya orang utama
820,['4 shot of preceptor junior by and by i feel retarded'],0,4 bidikan pembimbing junior terbelakang
821,can't the eu tighten up immigration lawsprevent immigration from shithole countries like the usa whilst they ha ,1,Tidak Uni Eropa memperketat imigrasi imigrasi imigrasi negara -negara shithole Amerika Serikat ha
822,  oh hell i wish they treated kavanaugh the way they treat their illegal aliens,1,oh sial berharap memperlakukan kavanaugh memperlakukan alien ilegal
823,what the fuck would this raghead know about britishnnsadiq khan claims there's 'nothing more british' than trustin ,1,Apa raghead Britishnnsadiq Khan mengklaim orang Inggris kepercayaan
824, lmfao nigger,1,Nigger LMFAO
825, what about the ones that are sexually assaulted by illegal aliensdreamers confirmkavenaughnow askingforafriend,1,Bagaimana orang -orang dilecehkan seksual alien ilegal mengkonfirmasi kavenaughnow teman
826,"[""political correctness is change by reversal our country into a shithole it ' s a creature of far left extremists to divide and cont""]",0,Kebenaran politik perubahan membalikkan negara shithole makhluk ekstremis kiri membelah membagi
827, ahhhit's the mongol hordes everybody hide their women and childrennnoh waityou say it's hu ,1,Ahhhits the Mongol Hordes Semua orang menyembunyikan wanita anak -anak Waityou hu
828,how does brisance roar not fucking score cunt,0,Bagaimana Brisance Roar Tidak SCORE SCORE SCOR
829,i can't wait to boo the theme tune later lads it's what the big european nights are all about if you're mongy as fuck that is,0,Aku sabar mencemooh nada tema malam -malam Eropa mongy fuck
830,illegal organ harvesting is rampant in egypt and refugees are the main target africa egypt middlemost,1,Penyelenggara organ ilegal merajalela Mesir pengungsi target utama Afrika Middlemost
831,he such a cunt,1,Dia vagina
832,poncing over take are u twat,0,poncing over take u twat
833,undoubtedly the best center half in premier league history possibly the biggest cunt in premier league history all,1,Tidak diragukan terbaik sejarah Liga Premier vagina terbesar sejarah Liga Premier
834,try lane is garbage as well take the l faggot,1,Coba Lane sampah ambil l fagot
835,for you mongoloid bitch,1,untukmu jalang mongoloid
836,he will probably cry bite his pillow and demand a recount when the hypocritical twat loses his seat at the next we,1,Dia menangis menggigit bantalnya menuntut penghitungan ulang twat munafik kehilangan duduknya
837,donate trump wants a wall across north africa to keep refugees out of rope,0,Donasi Trump tembok Afrika Utara menjaga pengungsi tali
838,  well if western nations stopped helping shithole countries their people would starve to death problem solved,1,Nah negara -negara Barat berhenti membantu negara -negara shithole orang -orang kelaparan mati terpecahkan
839,full grown man fancy dress for hallowed wank stain certified twat,0,gaun mewah pria dewasa twat bersertifikat wank wank callowed
840,and retard,1,retard
841,probably the same reason it's okay to be white,0,alasan -apa putih
842,['you ugly plz kys faggoturl'],0,Anda jelek tlg kys faggoturl
843, z facts of noneritreans disguised as eritrean refugees echo from coast to coast in z h of a europe… ,1,Z Fakta -fakta noneritrea disamarkan pengungsi Eritrea bergema pantai pantai z h Eropa…
844,whey hey the boring old trout is pouting cunt has blocked me because she didn't like me telling the truth about,1,whey hei trout tua membosankan cunting cunt memblokir suka
845,personally ism sick of the billions thrown it the refugees secure the border,1,Secara pribadi isme mikrak miliaran dilemparkan pengungsi mengamankan perbatasan
846,when i see faggot i floor it,1,Saat homo lantai
847,my camera quality on snap retarded before i take it its cool but when the photo actually comes out its trash,0,Kualitas kamera snap terbelakang menganggapnya keren foto -benar sampahnya
848,lanie posted im single im a dyke god is good get ready for my shitposts hey lanie i hope u still have my notifs on ily,1,lanie memposting im lajang im a god -god -siap shitposts hey lanie harap memiliki notifs ily
849,fucked retard,1,kacau retard
850,['i got a intense remembrance of being spike and raped by my firecracker scum cunt fatherhood at the age of 14 and you cunts'],0,Saya kenangan intens lonjakan diperkosa ayah bajingan bajingan petasan usia 14 Anda vagina
851,are we going to let trump turn america into a violent shithole country,1,Apakah membiarkan Trump mengubah Amerika negara shithole kejam
852,you're posting statistics all the way back to 2013 and i can't see america getting more immigrants,0,Anda memposting statistik jalan 2013 Amerika imigran
853,that's what you get for eating pickles you nigger,0,Itulah Anda dapatkan makan acar Anda negro
854,today's ridiculously vapid intolerant cuntradiction brought to you by the letter t currently ascendertransitio ,1,Cuntradiction intoleran vapid konyol dibawa Anda huruf T AscenderTransitio
855,no we are not accepting the integration of illegal aliens into our communities,1,Tidak menerima integrasi alien ilegal komunitas
856,oh fuck off you stupid cunt,1,oh fuck off vagina bodoh
857,['staranurag'],0,Legislator
858,landon romano and gayshawnmendes battle it out for the title offaggot,1,Landon Romano Gayshawnmendes bertarung gelar offaggot
859,a twat is gonna twat,1,Twat twat
860,this spineless twat is criticizing other countries that keep mirgranthoardes out while woman are raped on the stre ,1,Twat spin mengkritik negara -negara menjaga mirgranthoardes wanita diperkosa stre
861,furnish president is a liar and hates america fun this ahead sucks big time,1,Furnish President pembohong membenci Amerika menyenangkan menyebalkan
862,it'd assume nonce is like we say retard very harsh,1,menganggap Nonce retard keras
